Month Year,LGA Region,Approved Sites,Operational Sites,Approved EGMs,Operational EGMs,Metered Win,Machine %,Win/machine,,,,,
Jun-05,DOUGLAS,11,11,155,155,455751.24,100,2940.330581,,,,,
Apr-05,WHITSUNDAY,26,26,492,492,1446519.41,100,2940.080102,,,,,
Jul-09,SOMERSET,13,13,138,130,382144.61,94.20289855,2939.573923,,,,,
Feb-18,HINCHINBROOK,7,7,97,93,273321.46,95.87628866,2938.94043,,,,,
Jan-15,WESTERN DOWNS,25,22,396,336,987449.43,84.84848485,2938.837589,,,,,
Jun-10,LIVINGSTONE,13,12,303,284,834619.45,93.72937294,2938.80088,,,,,
May-16,NORTH BURNETT,8,8,83,83,243882.12,100,2938.338795,,,,,
Feb-08,MACKAY,45,43,1440,1426,4189846.02,99.02777778,2938.18094,,,,,
Oct-13,SOUTH BURNETT,18,18,343,343,1007449.05,100,2937.169242,,,,,
Feb-16,HINCHINBROOK,7,7,97,89,261325.28,91.75257732,2936.239101,,,,,
Feb-09,FRASER COAST,40,39,1253,1213,3561592.53,96.80766161,2936.185103,,,,,
Oct-12,DOUGLAS,9,9,153,153,449149.26,100,2935.616078,,,,,
Mar-14,HINCHINBROOK,8,7,99,89,261269.03,89.8989899,2935.607079,,,,,
Oct-14,CASSOWARY COAST,15,15,380,370,1086134.77,97.36842105,2935.499378,,,,,
Aug-07,SOUTH BURNETT,21,21,339,339,995013.98,100,2935.144484,,,,,
Nov-09,LIVINGSTONE,14,13,320,278,815938.94,86.875,2935.032158,,,,,
Oct-05,HINCHINBROOK,8,7,95,83,243574.99,87.36842105,2934.638434,,,,,
Nov-05,TOOWOOMBA,58,56,1427,1386,4065545.72,97.12683952,2933.29417,,,,,
Mar-09,BURDEKIN,8,8,200,185,542589.75,92.5,2932.917568,,,,,
May-10,WHITSUNDAY,22,22,472,472,1384246.13,100,2932.724852,,,,,
Oct-11,BANANA,10,10,171,171,501495.72,100,2932.723509,,,,,
Jun-09,CENTRAL HIGHLANDS,20,19,437,396,1161349.17,90.61784897,2932.699924,,,,,
Jul-12,NORTH BURNETT,9,9,94,94,275649.12,100,2932.437447,,,,,
Jun-17,NORTH BURNETT,8,8,83,83,243386.41,100,2932.366386,,,,,
Apr-17,CENTRAL HIGHLANDS,17,16,384,344,1008460.69,89.58333333,2931.571773,,,,,
Mar-16,GOONDIWINDI,9,9,147,139,407476.98,94.55782313,2931.489065,,,,,
Jan-06,DOUGLAS,11,11,155,155,454281.34,100,2930.847355,,,,,
May-08,TOOWOOMBA,56,56,1430,1423,4169731.03,99.51048951,2930.239656,,,,,
May-16,SOMERSET,13,12,149,127,372136.9,85.23489933,2930.211811,,,,,
Sep-09,MAREEBA,7,7,186,186,544975.57,100,2929.976183,,,,,
Oct-13,HINCHINBROOK,8,8,99,93,272444.04,93.93939394,2929.505806,,,,,
Dec-08,SCENIC RIM,21,20,276,238,697188.5,86.23188406,2929.363445,,,,,
Feb-15,WESTERN DOWNS,25,22,396,336,983946.86,84.84848485,2928.413274,,,,,
Apr-07,CASSOWARY COAST,16,15,359,334,977836.35,93.0362117,2927.653743,,,,,
Sep-12,DOUGLAS,9,9,153,153,447881.04,100,2927.327059,,,,,
Apr-10,CAIRNS,43,43,1653,1648,4823879.24,99.69751966,2927.111189,,,,,
Jan-06,MOUNT ISA,9,9,506,506,1481109.69,100,2927.094249,,,,,
Jul-16,CHARTERS TOWERS,9,9,150,150,439061.51,100,2927.076733,,,,,
Jul-07,SCENIC RIM,21,19,253,206,602844.91,81.4229249,2926.431602,,,,,
Dec-06,TOOWOOMBA,56,56,1427,1406,4114093.17,98.52838122,2926.09756,,,,,
Mar-14,LOCKYER VALLEY,18,17,278,278,813422.16,100,2925.978993,,,,,
May-05,ROCKHAMPTON,42,41,991,980,2867348.91,98.89001009,2925.866235,,,,,
Feb-11,TOOWOOMBA,56,54,1545,1495,4372894.16,96.76375405,2925.012816,,,,,
Apr-13,BURDEKIN,6,6,163,163,476718.16,100,2924.651288,,,,,
Feb-08,CASSOWARY COAST,15,15,350,344,1006060.55,98.28571429,2924.594622,,,,,
Apr-14,LOCKYER VALLEY,18,17,278,278,812932.4,100,2924.217266,,,,,
Apr-17,MAREEBA,6,6,206,195,570079.89,94.66019417,2923.486615,,,,,
Feb-12,BUNDABERG,42,42,1206,1200,3507880.53,99.50248756,2923.233775,,,,,
Dec-12,GOONDIWINDI,10,9,179,139,406299.35,77.65363128,2923.016906,,,,,
Sep-16,BANANA,10,10,155,152,444269.21,98.06451613,2922.82375,,,,,
Jan-11,GYMPIE,19,19,387,387,1131022.2,100,2922.537984,,,,,
Mar-06,CASSOWARY COAST,16,14,359,304,888432.01,84.67966574,2922.473717,,,,,
Oct-08,SOUTH BURNETT,21,21,388,360,1051927.14,92.78350515,2922.019833,,,,,
Jun-10,CENTRAL HIGHLANDS,20,19,429,401,1171524.3,93.47319347,2921.506983,,,,,
May-05,CAIRNS,44,43,1549,1523,4449254.91,98.32149774,2921.375515,,,,,
Jun-16,MARANOA,10,8,171,130,379776.95,76.02339181,2921.361154,,,,,
Feb-10,MOUNT ISA,8,8,480,480,1402010.64,100,2920.8555,,,,,
Nov-17,SCENIC RIM,19,19,259,243,709678.38,93.82239382,2920.48716,,,,,
Feb-06,CENTRAL HIGHLANDS,20,20,412,412,1203238.24,100,2920.481165,,,,,
Jul-04,LIVINGSTONE,13,13,273,260,759295.38,95.23809524,2920.366846,,,,,
Aug-10,SCENIC RIM,20,19,257,240,700795.97,93.38521401,2919.983208,,,,,
Dec-15,CENTRAL HIGHLANDS,19,18,461,406,1185445.6,88.06941432,2919.816749,,,,,
Jan-08,CAIRNS,44,43,1642,1618,4723931.87,98.53836784,2919.611786,,,,,
Jul-18,SUNSHINE COAST,68,67,2999,2910,13384790.77,97.03234411,4599.584457,,,,,
Mar-14,WHITSUNDAY,19,19,453,443,1292452.24,97.79249448,2917.499413,,,,,
Sep-09,BURDEKIN,8,8,200,185,539722.94,92.5,2917.421297,,,,,
Mar-17,BURDEKIN,8,7,214,169,493036.49,78.97196262,2917.37568,,,,,
Jan-06,WHITSUNDAY,26,25,494,484,1411902.09,97.9757085,2917.153079,,,,,
Oct-12,LOCKYER VALLEY,19,19,295,295,860552.15,100,2917.125932,,,,,
Dec-04,LOCKYER VALLEY,18,18,274,266,775944.56,97.08029197,2917.084812,,,,,
Jul-16,SCENIC RIM,19,19,269,253,737919.19,94.05204461,2916.67664,,,,,
May-18,ISAAC,14,14,299,304,886519.08,101.6722408,2916.181184,,,,,
Jun-15,GYMPIE,19,19,372,363,1058413.5,97.58064516,2915.739669,,,,,
Mar-13,SOUTH BURNETT,18,18,343,343,1000076,100,2915.673469,,,,,
May-06,BURDEKIN,8,8,185,185,539384.74,100,2915.593189,,,,,
Apr-09,SOMERSET,13,13,138,130,378948.64,94.20289855,2914.989538,,,,,
Mar-11,LIVINGSTONE,12,11,303,283,824855.92,93.39933993,2914.68523,,,,,
Feb-13,WHITSUNDAY,19,19,443,443,1291090.57,100,2914.425666,,,,,
Aug-10,MARANOA,9,9,137,137,399214.73,100,2913.976131,,,,,
Nov-06,HINCHINBROOK,8,7,95,83,241848.34,87.36842105,2913.835422,,,,,
May-05,SOMERSET,14,13,142,130,378797.49,91.54929577,2913.826846,,,,,
Sep-09,TABLELANDS,6,6,147,135,393355.4,91.83673469,2913.743704,,,,,
Dec-06,CAIRNS,43,43,1623,1622,4726086.43,99.93838571,2913.740092,,,,,
Feb-18,BURDEKIN,7,7,206,170,495328.39,82.52427184,2913.696412,,,,,
Jul-06,SOUTH BURNETT,21,21,333,333,970243.16,100,2913.643123,,,,,
Apr-13,GYMPIE,18,18,333,333,970223,100,2913.582583,,,,,
Mar-17,SOUTHERN DOWNS,13,13,356,353,1028039.05,99.15730337,2912.291926,,,,,
Mar-08,BUNDABERG,41,41,1179,1147,3340249.14,97.28583545,2912.161412,,,,,
Aug-04,LOCKYER VALLEY,19,18,271,257,748162.5,94.83394834,2911.138132,,,,,
Feb-05,BUNDABERG,43,42,1014,975,2838272.75,96.15384615,2911.048974,,,,,
Jun-11,LIVINGSTONE,12,11,293,282,820900,96.24573379,2910.992908,,,,,
Oct-14,SOUTHERN DOWNS,16,13,377,351,1021754.3,93.10344828,2910.980912,,,,,
Oct-10,CASSOWARY COAST,15,15,370,345,1004262.84,93.24324324,2910.906783,,,,,
Mar-07,MAREEBA,7,7,193,186,541154.16,96.37305699,2909.430968,,,,,
Apr-14,ISAAC,17,17,321,315,916463.22,98.13084112,2909.407048,,,,,
Nov-08,CASSOWARY COAST,15,15,344,343,997799.48,99.70930233,2909.036385,,,,,
May-15,ISAAC,16,16,315,308,895906.52,97.77777778,2908.787403,,,,,
Jul-06,TOOWOOMBA,56,56,1431,1406,4089669.59,98.25296995,2908.726593,,,,,
Mar-09,LIVINGSTONE,14,12,327,269,782038.45,82.26299694,2907.206134,,,,,
Nov-12,MAREEBA,7,7,186,186,540733.19,100,2907.167688,,,,,
Jan-18,SOUTHERN DOWNS,13,13,356,351,1020401.94,98.59550562,2907.128034,,,,,
Aug-06,TABLELANDS,8,7,190,138,401147.54,72.63157895,2906.866232,,,,,
Dec-05,SOMERSET,14,12,146,125,363347.67,85.61643836,2906.78136,,,,,
Feb-18,CENTRAL HIGHLANDS,16,16,392,362,1052074.85,92.34693878,2906.284116,,,,,
Jan-14,HINCHINBROOK,8,8,99,93,270255.98,93.93939394,2905.97828,,,,,
Oct-04,HINCHINBROOK,8,7,88,82,238287.27,93.18181818,2905.942317,,,,,
Mar-15,BANANA,10,10,184,171,496816.42,92.93478261,2905.359181,,,,,
Oct-04,LOCKYER VALLEY,18,18,274,266,772736.99,97.08029197,2905.026278,,,,,
Sep-05,LOCKYER VALLEY,18,18,269,269,781366.01,100,2904.706357,,,,,
Sep-15,ISAAC,16,16,315,309,897543.57,98.0952381,2904.671748,,,,,
Apr-12,BURDEKIN,7,6,163,163,473348.91,100,2903.981043,,,,,
Oct-07,LOCKYER VALLEY,19,18,271,266,772435.71,98.15498155,2903.893647,,,,,
Jul-11,SCENIC RIM,20,19,257,240,696860.72,93.38521401,2903.586333,,,,,
Nov-12,LOCKYER VALLEY,19,19,292,295,856537.2,101.0273973,2903.515932,,,,,
Feb-17,GYMPIE,19,19,388,371,1077069.44,95.6185567,2903.152129,,,,,
Aug-12,SCENIC RIM,20,19,261,240,696534.27,91.95402299,2902.226125,,,,,
Oct-06,TOOWOOMBA,56,56,1431,1403,4071778.3,98.04332635,2902.194084,,,,,
Apr-10,TOOWOOMBA,58,56,1567,1468,4259246.21,93.68219528,2901.393876,,,,,
Aug-04,ROCKHAMPTON,43,43,1001,976,2830965.9,97.5024975,2900.579816,,,,,
Jul-04,MOUNT ISA,9,9,506,506,1467412.21,100,2900.02413,,,,,
Apr-14,CENTRAL HIGHLANDS,20,18,475,393,1139310.76,82.73684211,2899.009567,,,,,
Jan-13,HINCHINBROOK,8,8,93,93,269544.86,100,2898.331828,,,,,
Oct-04,ISAAC,17,17,234,234,678156.6,100,2898.105128,,,,,
Nov-17,GOONDIWINDI,9,9,155,163,472369.36,105.1612903,2897.971534,,,,,
Dec-06,CENTRAL HIGHLANDS,20,20,433,425,1231503.04,98.15242494,2897.654212,,,,,
Jan-07,MOUNT ISA,9,9,506,506,1465971.13,100,2897.176146,,,,,
Feb-15,BUNDABERG,39,39,1266,1256,3638478.73,99.21011058,2896.87797,,,,,
Jul-04,LOCKYER VALLEY,19,19,280,265,767601.46,94.64285714,2896.609283,,,,,
Sep-12,SOUTH BURNETT,18,18,363,343,992605.75,94.49035813,2893.894315,,,,,
Jul-11,GOONDIWINDI,10,10,177,177,512179.13,100,2893.667401,,,,,
Aug-15,CASSOWARY COAST,15,15,380,373,1079333.09,98.15789474,2893.654397,,,,,
Dec-13,SOUTH BURNETT,18,18,343,343,992263.85,100,2892.897522,,,,,
May-06,SOMERSET,14,12,146,127,367316.74,86.98630137,2892.257795,,,,,
Feb-11,MAREEBA,7,7,186,186,537798.58,100,2891.390215,,,,,
Jun-06,SOUTH BURNETT,21,21,333,333,962702.97,100,2890.99991,,,,,
Sep-12,GOONDIWINDI,10,9,182,139,401845.36,76.37362637,2890.973813,,,,,
Sep-09,DOUGLAS,10,9,161,149,430733.64,92.54658385,2890.829799,,,,,
Jun-09,TOOWOOMBA,57,56,1552,1429,4129249.51,92.07474227,2889.607775,,,,,
Aug-18,SUNSHINE COAST,68,67,2999,2922,14168567.12,97.43247749,4848.92783,,,,,
Nov-15,SOUTH BURNETT,17,17,339,339,979518.85,100,2889.436136,,,,,
Apr-09,LIVINGSTONE,14,12,327,269,777235.26,82.26299694,2889.350409,,,,,
Mar-07,ISAAC,17,17,270,254,733809.39,94.07407407,2889.013346,,,,,
Apr-08,CAIRNS,44,43,1648,1621,4682775.32,98.36165049,2888.818828,,,,,
Feb-13,CASSOWARY COAST,15,13,370,343,990818.73,92.7027027,2888.684344,,,,,
Feb-15,BURDEKIN,8,6,214,159,459261.07,74.29906542,2888.434403,,,,,
May-05,WHITSUNDAY,26,26,492,492,1421076.1,100,2888.366057,,,,,
May-08,SOUTH BURNETT,21,21,372,344,993574.84,92.47311828,2888.298953,,,,,
Oct-17,BANANA,10,10,154,152,438998.71,98.7012987,2888.149408,,,,,
Mar-17,WHITSUNDAY,18,17,516,424,1224504.95,82.17054264,2887.983373,,,,,
Jun-12,LOCKYER VALLEY,19,19,295,295,851948.38,100,2887.96061,,,,,
Dec-06,BURDEKIN,8,8,185,185,533997.4,100,2886.472432,,,,,
Sep-09,SOMERSET,13,13,138,130,375228.06,94.20289855,2886.369692,,,,,
Feb-18,BANANA,10,10,154,152,438694.57,98.7012987,2886.148487,,,,,
Sep-08,SOMERSET,13,13,130,130,375187.56,100,2886.058154,,,,,
Nov-10,LIVINGSTONE,12,11,303,283,816683.71,93.39933993,2885.808163,,,,,
Sep-07,LOCKYER VALLEY,19,18,271,266,767523.13,98.15498155,2885.425301,,,,,
Nov-04,MOUNT ISA,9,9,506,506,1459926.37,100,2885.22998,,,,,
Jun-07,TOOWOOMBA,56,56,1427,1412,4073308.63,98.94884373,2884.779483,,,,,
Feb-09,WHITSUNDAY,22,22,453,453,1306787.51,100,2884.74064,,,,,
Sep-05,SOMERSET,15,13,149,130,375008.27,87.24832215,2884.679,,,,,
Dec-06,GLADSTONE,23,22,642,611,1761751.48,95.17133956,2883.390311,,,,,
Jun-17,WESTERN DOWNS,24,22,377,330,951474.99,87.5331565,2883.257545,,,,,
Nov-14,HINCHINBROOK,8,7,99,89,256596.74,89.8989899,2883.109438,,,,,
May-06,LIVINGSTONE,15,14,330,278,801480.56,84.24242424,2883.023597,,,,,
Dec-10,GYMPIE,19,19,387,387,1115532.82,100,2882.513747,,,,,
Nov-04,CAIRNS,44,43,1536,1493,4303245.79,97.20052083,2882.281172,,,,,
Jan-09,BURDEKIN,8,8,200,185,533108.82,92.5,2881.669297,,,,,
Oct-13,MAREEBA,7,7,196,194,558983.06,98.97959184,2881.355979,,,,,
Feb-09,CAIRNS,43,43,1666,1653,4762049.25,99.21968788,2880.852541,,,,,
Dec-05,HINCHINBROOK,8,7,95,83,239103.03,87.36842105,2880.759398,,,,,
Apr-14,SOUTHERN DOWNS,16,14,381,351,1011118.43,92.12598425,2880.679288,,,,,
May-08,HINCHINBROOK,8,8,91,86,247733.17,94.50549451,2880.618256,,,,,
Mar-05,ROCKHAMPTON,42,41,991,961,2768161.68,96.97275479,2880.501228,,,,,
Nov-04,TOOWOOMBA,58,57,1398,1351,3891530.98,96.63805436,2880.48185,,,,,
Nov-06,TOOWOOMBA,56,56,1437,1375,3960254.54,95.68545581,2880.18512,,,,,
May-15,CASSOWARY COAST,15,15,380,373,1074288.83,98.15789474,2880.130912,,,,,
Jun-08,HINCHINBROOK,8,8,91,86,247681.74,94.50549451,2880.020233,,,,,
Mar-07,BUNDABERG,41,41,1151,1138,3277248.94,98.87054735,2879.832109,,,,,
Dec-04,GYMPIE,23,23,381,358,1030901.47,93.96325459,2879.613045,,,,,
Jun-06,LOCKYER VALLEY,18,18,274,269,774613.88,98.17518248,2879.605502,,,,,
Sep-04,LIVINGSTONE,13,13,268,260,748620.66,97.01492537,2879.310231,,,,,
Mar-12,SOUTHERN DOWNS,19,17,411,379,1091151.08,92.21411192,2879.026596,,,,,
Sep-12,MAREEBA,7,7,186,186,535461.87,100,2878.827258,,,,,
Mar-07,TOOWOOMBA,56,56,1427,1411,4061843.92,98.87876664,2878.698738,,,,,
Oct-05,SOUTH BURNETT,21,21,333,333,958289.15,100,2877.745195,,,,,
Sep-16,WESTERN DOWNS,24,22,381,335,963794.18,87.92650919,2876.997552,,,,,
Jun-08,LIVINGSTONE,15,12,327,269,773901.22,82.26299694,2876.956208,,,,,
Aug-14,NORTH BURNETT,9,8,94,89,256017.53,94.68085106,2876.601461,,,,,
Mar-18,ISAAC,14,14,299,299,860074.98,100,2876.50495,,,,,
Nov-15,WESTERN DOWNS,24,21,390,325,934849.1,83.33333333,2876.458769,,,,,
Apr-15,SOUTHERN DOWNS,13,13,356,351,1009289.39,98.59550562,2875.468348,,,,,
Nov-10,LOCKYER VALLEY,19,19,290,285,819437.7,98.27586207,2875.22,,,,,
Sep-10,CASSOWARY COAST,15,15,370,345,991754.95,93.24324324,2874.652029,,,,,
Sep-10,SOUTH BURNETT,18,18,366,366,1052111.9,100,2874.622678,,,,,
Dec-06,LIVINGSTONE,15,14,322,278,798940.2,86.33540373,2873.885612,,,,,
Sep-09,CASSOWARY COAST,15,15,364,344,988569.03,94.50549451,2873.74718,,,,,
Jan-12,LOCKYER VALLEY,19,19,295,295,847693.77,100,2873.538203,,,,,
Dec-11,SOMERSET,12,10,139,118,339017.13,84.89208633,2873.026525,,,,,
Dec-16,CASSOWARY COAST,14,14,374,372,1068669.24,99.46524064,2872.766774,,,,,
Nov-17,SOUTHERN DOWNS,13,13,356,364,1045677.85,102.247191,2872.741346,,,,,
Oct-05,LOCKYER VALLEY,18,18,269,269,772636.44,100,2872.254424,,,,,
Dec-04,HINCHINBROOK,8,7,94,82,235514.15,87.23404255,2872.12378,,,,,
Mar-12,MAREEBA,7,7,186,186,534072.79,100,2871.359086,,,,,
Nov-04,WHITSUNDAY,27,26,492,491,1409829.83,99.79674797,2871.343849,,,,,
Dec-09,CENTRAL HIGHLANDS,20,19,437,402,1154194.09,91.99084668,2871.129577,,,,,
Apr-05,GYMPIE,23,21,365,354,1016217.44,96.98630137,2870.670734,,,,,
Jun-05,SOUTH BURNETT,21,21,333,333,955920.03,100,2870.630721,,,,,
Dec-11,LOCKYER VALLEY,19,19,296,295,846772.93,99.66216216,2870.416712,,,,,
Apr-11,CASSOWARY COAST,15,15,370,360,1033221.05,97.2972973,2870.058472,,,,,
May-16,WESTERN DOWNS,24,22,381,335,961454.55,87.92650919,2870.013582,,,,,
Feb-10,MACKAY,45,44,1670,1543,4428255.63,92.39520958,2869.899955,,,,,
Oct-12,SOMERSET,12,12,140,127,364454.66,90.71428571,2869.721732,,,,,
Apr-11,SOMERSET,12,12,135,126,361505.5,93.33333333,2869.09127,,,,,
Sep-18,SUNSHINE COAST,68,67,2999,2906,13029336.95,96.89896632,4483.5984,,,,,
Sep-07,CENTRAL HIGHLANDS,20,19,422,422,1210333.66,100,2868.089242,,,,,
Dec-15,WESTERN DOWNS,24,21,390,325,932115.54,83.33333333,2868.047815,,,,,
Jul-13,CHARTERS TOWERS,9,8,151,121,347006.94,80.13245033,2867.82595,,,,,
Sep-13,BANANA,10,10,171,171,490361.89,100,2867.613392,,,,,
Nov-04,CENTRAL HIGHLANDS,20,20,405,386,1106892.82,95.30864198,2867.597979,,,,,
Dec-13,CASSOWARY COAST,15,15,380,368,1055181.53,96.84210526,2867.341114,,,,,
Oct-09,CASSOWARY COAST,15,15,364,344,986353.31,94.50549451,2867.306134,,,,,
Mar-07,LIVINGSTONE,15,14,335,278,797005.93,82.98507463,2866.927806,,,,,
Mar-08,LIVINGSTONE,15,13,331,281,805468.74,84.89425982,2866.436797,,,,,
Nov-05,LOCKYER VALLEY,18,18,269,269,771004.96,100,2866.189442,,,,,
Jan-16,MARANOA,10,8,171,130,372576.21,76.02339181,2865.970846,,,,,
May-09,DOUGLAS,10,9,170,149,426995.56,87.64705882,2865.742013,,,,,
Nov-11,MARANOA,9,8,127,117,335285.89,92.12598425,2865.691368,,,,,
May-12,WESTERN DOWNS,25,25,411,400,1146261.9,97.32360097,2865.65475,,,,,
Feb-09,NOOSA,18,18,575,570,1633399.31,99.13043478,2865.612825,,,,,
Oct-09,SOUTH BURNETT,21,21,382,382,1094636.58,100,2865.540785,,,,,
Dec-16,WESTERN DOWNS,24,22,389,335,959954.74,86.11825193,2865.536537,,,,,
Dec-08,NORTH BURNETT,10,10,107,107,306549.89,100,2864.952243,,,,,
Oct-11,SOMERSET,12,12,139,126,360973.05,90.64748201,2864.865476,,,,,
Aug-10,LOCKYER VALLEY,19,19,290,280,802110.05,96.55172414,2864.67875,,,,,
Apr-14,MAREEBA,7,7,196,194,555718.09,98.97959184,2864.526237,,,,,
Jul-14,NORTH BURNETT,9,8,94,89,254927.99,94.68085106,2864.359438,,,,,
Apr-13,BANANA,10,10,171,171,489783.15,100,2864.228947,,,,,
Mar-14,CENTRAL HIGHLANDS,20,18,463,393,1124842.03,84.8812095,2862.193461,,,,,
Jun-11,MAREEBA,7,7,186,186,532303.75,100,2861.848118,,,,,
Nov-14,SOUTHERN DOWNS,15,13,377,351,1004460.57,93.10344828,2861.711026,,,,,
Jan-05,TOOWOOMBA,58,56,1408,1336,3822587.34,94.88636364,2861.218069,,,,,
Mar-05,CAIRNS,44,43,1540,1516,4337190.93,98.44155844,2860.943885,,,,,
Jun-05,TOOWOOMBA,58,58,1429,1388,3970642.26,97.13086074,2860.693271,,,,,
Jan-06,TOOWOOMBA,57,56,1442,1364,3901862.23,94.59084605,2860.602808,,,,,
Apr-17,SOUTHERN DOWNS,13,13,356,353,1009775.7,99.15730337,2860.554391,,,,,
Jun-10,NORTH BURNETT,9,9,97,97,277437.33,100,2860.17866,,,,,
Jul-04,SOUTH BURNETT,21,21,334,326,932353.54,97.60479042,2859.980184,,,,,
Nov-04,DOUGLAS,11,11,151,145,414572.05,96.02649007,2859.117586,,,,,
Jan-13,WESTERN DOWNS,25,24,411,380,1086407.99,92.45742092,2858.968395,,,,,
Jan-06,CENTRAL HIGHLANDS,20,20,412,412,1177843.89,100,2858.844393,,,,,
Dec-10,MAREEBA,7,7,186,186,531722.86,100,2858.725054,,,,,
Jan-05,ROCKHAMPTON,42,41,991,964,2755227.77,97.27547931,2858.120093,,,,,
Feb-17,GOONDIWINDI,9,9,147,146,417260.13,99.31972789,2857.946096,,,,,
Jun-12,DOUGLAS,9,9,153,153,437247.02,100,2857.82366,,,,,
Jan-09,MAREEBA,7,7,195,186,531484.11,95.38461538,2857.441452,,,,,
Mar-06,SOUTH BURNETT,21,21,333,333,951527.45,100,2857.43979,,,,,
Oct-16,SOMERSET,13,12,149,127,362830.22,85.23489933,2856.930866,,,,,
Apr-18,SOUTHERN DOWNS,14,13,395,345,985636.14,87.34177215,2856.916348,,,,,
May-12,DOUGLAS,10,9,153,153,437086.51,100,2856.774575,,,,,
Feb-08,WHITSUNDAY,25,23,478,462,1319621.98,96.65271967,2856.324632,,,,,
Jan-12,CASSOWARY COAST,15,14,374,351,1002368.84,93.85026738,2855.751681,,,,,
Oct-11,SOUTH BURNETT,18,18,366,366,1045160.05,100,2855.628552,,,,,
Sep-06,TOOWOOMBA,56,56,1431,1406,4014964.8,98.25296995,2855.593741,,,,,
Jan-07,BUNDABERG,41,41,1151,1132,3231495.22,98.34926151,2854.677756,,,,,
Jul-07,GYMPIE,21,19,386,374,1067552.17,96.89119171,2854.417567,,,,,
Sep-04,SOUTH BURNETT,21,21,334,326,930204.53,97.60479042,2853.388129,,,,,
Feb-07,ROCKHAMPTON,40,38,1027,993,2833248.69,96.68938656,2853.221239,,,,,
Jun-10,TOOWOOMBA,58,56,1567,1470,4194183.43,93.8098277,2853.186007,,,,,
Jan-05,MACKAY,47,45,1316,1268,3617837.61,96.35258359,2853.184235,,,,,
Mar-06,TABLELANDS,8,7,190,141,402298.61,74.21052632,2853.181631,,,,,
Sep-05,CASSOWARY COAST,17,16,354,344,981371.47,97.17514124,2852.824041,,,,,
Oct-18,SUNSHINE COAST,68,67,2999,2956,12946388.18,98.56618873,4379.698302,,,,,
Apr-18,SOMERSET,11,10,132,113,322293.84,85.60606061,2852.157876,,,,,
Apr-05,TOOWOOMBA,58,58,1429,1375,3920990.58,96.22113366,2851.629513,,,,,
Dec-04,SOMERSET,14,13,147,130,370578.14,88.43537415,2850.601077,,,,,
Jul-04,ISAAC,17,17,234,231,658395.81,98.71794872,2850.198312,,,,,
Nov-06,CAIRNS,43,43,1623,1623,4625444.65,100,2849.935089,,,,,
Sep-07,SOUTH BURNETT,21,21,366,339,966113.11,92.62295082,2849.89118,,,,,
Jul-09,LOCKYER VALLEY,20,18,285,271,772313.85,95.0877193,2849.866605,,,,,
Oct-07,SOMERSET,13,13,130,130,370443.93,100,2849.568692,,,,,
Jan-07,LIVINGSTONE,15,14,322,278,792160.65,86.33540373,2849.498741,,,,,
Oct-06,LIVINGSTONE,15,14,322,278,792135.53,86.33540373,2849.408381,,,,,
Oct-06,BURDEKIN,8,8,185,185,527110.56,100,2849.24627,,,,,
May-16,MARANOA,10,8,171,130,370363.17,76.02339181,2848.947462,,,,,
Jan-10,TOOWOOMBA,58,55,1558,1435,4087948.48,92.10526316,2848.744585,,,,,
Jun-07,BURDEKIN,8,8,173,185,526926.77,106.9364162,2848.252811,,,,,
Apr-16,CASSOWARY COAST,14,14,374,367,1045064.88,98.12834225,2847.588229,,,,,
Apr-14,SOUTH BURNETT,18,17,335,335,953905.4,100,2847.478806,,,,,
Aug-04,GYMPIE,23,23,360,348,990809.3,96.66666667,2847.153161,,,,,
Sep-15,WESTERN DOWNS,24,22,390,339,964921.14,86.92307692,2846.375044,,,,,
Apr-11,WHITSUNDAY,20,19,451,434,1235210.3,96.23059867,2846.106682,,,,,
Apr-09,GYMPIE,19,18,380,348,990240.83,91.57894737,2845.519626,,,,,
Feb-05,FRASER COAST,40,40,1156,1146,3260857.9,99.1349481,2845.425742,,,,,
Mar-09,CASSOWARY COAST,15,15,364,344,978705.99,94.50549451,2845.075552,,,,,
Mar-05,TOOWOOMBA,58,57,1421,1370,3897049.25,96.41097818,2844.561496,,,,,
Dec-14,SOMERSET,13,12,152,130,369783.52,85.52631579,2844.488615,,,,,
Sep-13,SOUTH BURNETT,18,18,343,343,975272.37,100,2843.359679,,,,,
Feb-17,SOMERSET,12,11,137,116,329808.28,84.67153285,2843.174828,,,,,
Apr-18,WESTERN DOWNS,24,22,377,327,929663.44,86.73740053,2843.007462,,,,,
Mar-08,HINCHINBROOK,8,8,89,86,244486.64,96.62921348,2842.867907,,,,,
May-07,LIVINGSTONE,15,14,331,278,790127.8,83.98791541,2842.186331,,,,,
Sep-05,GYMPIE,22,20,357,353,1003186.8,98.87955182,2841.888952,,,,,
May-07,BURDEKIN,8,8,185,185,525745.55,100,2841.867838,,,,,
Sep-15,GOONDIWINDI,9,9,147,139,394927.5,94.55782313,2841.205036,,,,,
Mar-05,MOUNT ISA,9,8,506,471,1338032.93,93.08300395,2840.834246,,,,,
Mar-08,ROCKHAMPTON,40,40,1088,1070,3039022.9,98.34558824,2840.208318,,,,,
Jan-13,CASSOWARY COAST,15,13,370,343,974093.49,92.7027027,2839.922711,,,,,
Jul-08,SOMERSET,13,13,130,130,369142.51,100,2839.557769,,,,,
Apr-10,ISAAC,17,17,270,270,766575.95,100,2839.170185,,,,,
