Month Year,LGA Region,Approved Sites,Operational Sites,Approved EGMs,Operational EGMs,Metered Win,Machine %,Win/machine,,,,,
Sep-15,TOOWOOMBA,56,54,1697,1555,5762194.25,91.63229228,3705.591158,,,,,
Jul-12,BUNDABERG,42,41,1253,1193,4420414.9,95.21149242,3705.293294,,,,,
May-13,REDLAND,28,28,1317,1314,4867523.09,99.77220957,3704.355472,,,,,
Apr-14,NOOSA,15,15,534,530,1963245.68,99.25093633,3704.237132,,,,,
Jan-05,IPSWICH,40,39,1366,1238,4585562.55,90.6295754,3704.008522,,,,,
Jul-16,GOLD COAST,130,125,5945,5677,29494408.62,95.49201009,5195.421635,,,,,
Oct-15,BRISBANE,196,194,8835,8584,43861555.84,97.1590266,5109.687307,,,,,
Nov-11,WHITSUNDAY,19,19,439,437,1617140.9,99.54441913,3700.551259,,,,,
Nov-17,BUNDABERG,35,34,1369,1159,4288857.51,84.66033601,3700.481027,,,,,
Nov-13,MACKAY,43,43,1733,1718,6357336.09,99.13444893,3700.428458,,,,,
Mar-07,MORETON BAY,65,65,3018,2988,11055757.64,99.00596421,3700.052758,,,,,
Aug-16,GOLD COAST,130,125,5930,5657,29372047.57,95.39629005,5192.159726,,,,,
Oct-07,IPSWICH,44,42,1514,1493,5522638.51,98.61294584,3699.021105,,,,,
Dec-11,REDLAND,30,29,1347,1321,4885341.37,98.06978471,3698.214512,,,,,
Jul-18,SOUTH BURNETT,17,17,338,329,1216711.43,97.33727811,3698.211033,,,,,
Oct-14,DOUGLAS,7,7,145,139,514043.01,95.86206897,3698.151151,,,,,
Nov-12,CENTRAL HIGHLANDS,19,17,434,375,1386265.22,86.40552995,3696.707253,,,,,
Dec-09,SUNSHINE COAST,77,77,2926,2903,9594327.55,99.21394395,3304.969876,,,,,
Jan-10,SUNSHINE COAST,77,77,2926,2914,9418683.63,99.5898838,3232.21813,,,,,
Aug-18,SOMERSET,11,9,134,106,391679.22,79.10447761,3695.086981,,,,,
Apr-17,FRASER COAST,34,34,1347,1299,4799410.64,96.43652561,3694.696413,,,,,
Jan-05,NOOSA,20,20,557,554,2046732.04,99.46140036,3694.462166,,,,,
Oct-09,MACKAY,45,44,1611,1461,5397272.76,90.68901304,3694.231869,,,,,
Nov-15,BRISBANE,196,193,8797,8588,40628697.88,97.62419006,4730.868407,,,,,
Jan-09,IPSWICH,43,43,1517,1516,5597657.79,99.93408042,3692.386405,,,,,
Sep-14,BURDEKIN,8,6,214,159,587050.26,74.29906542,3692.14,,,,,
Aug-15,BUNDABERG,39,39,1291,1240,4577540.69,96.04957397,3691.565073,,,,,
Jun-17,LIVINGSTONE,12,11,297,287,1059464.39,96.63299663,3691.513554,,,,,
May-09,WHITSUNDAY,22,22,453,453,1671543.84,100,3689.942252,,,,,
Jul-08,ISAAC,17,17,270,270,996276.56,100,3689.913185,,,,,
Apr-12,CENTRAL HIGHLANDS,19,17,414,375,1383674.83,90.57971014,3689.799547,,,,,
Dec-16,BUNDABERG,36,36,1358,1175,4335126.95,86.52430044,3689.469745,,,,,
Oct-16,TOOWOOMBA,55,53,1699,1584,5843559.8,93.23131254,3689.116035,,,,,
Dec-15,BRISBANE,195,192,8821,8594,43816668.37,97.42659562,5098.518544,,,,,
May-14,FRASER COAST,37,35,1281,1181,4355315.28,92.19359875,3687.819881,,,,,
Aug-15,HINCHINBROOK,7,7,97,89,328176.25,91.75257732,3687.373596,,,,,
Oct-06,MORETON BAY,65,65,3000,2962,10920210.44,98.73333333,3686.769223,,,,,
Feb-16,GLADSTONE,25,24,659,626,2307109.51,94.99241275,3685.47845,,,,,
Apr-18,MACKAY,41,38,1732,1605,5914471.13,92.66743649,3685.028741,,,,,
Mar-18,TOWNSVILLE,44,38,2043,1665,7859413.49,81.49779736,4720.368462,,,,,
May-16,WHITSUNDAY,18,17,501,418,1540151.3,83.43313373,3684.572488,,,,,
Dec-06,REDLAND,30,30,1239,1204,4436205.66,97.17514124,3684.556196,,,,,
Jul-13,LIVINGSTONE,12,11,293,283,1042600.85,96.58703072,3684.101943,,,,,
Dec-12,LIVINGSTONE,12,11,293,283,1042371.39,96.58703072,3683.291131,,,,,
Dec-14,MAREEBA,7,7,201,195,718228.87,97.01492537,3683.224974,,,,,
Aug-11,NOOSA,17,17,606,544,2003299.83,89.7689769,3682.536452,,,,,
Jan-18,TOOWOOMBA,52,46,1652,1471,5416945.26,89.04358354,3682.491679,,,,,
Jan-16,BRISBANE,195,191,8812,8518,41346038.1,96.66364049,4853.960801,,,,,
Aug-09,FRASER COAST,39,38,1241,1201,4422372.93,96.77679291,3682.24224,,,,,
May-18,GLADSTONE,25,23,617,590,2172312,95.62398703,3681.884746,,,,,
Feb-16,BRISBANE,194,189,8805,8575,38610365.7,97.38784781,4502.666554,,,,,
Sep-12,NOOSA,16,16,540,525,1932867.76,97.22222222,3681.652876,,,,,
Nov-06,REDLAND,30,30,1239,1188,4372923.86,95.88377724,3680.91234,,,,,
Aug-12,LIVINGSTONE,12,11,293,283,1041417.36,96.58703072,3679.92,,,,,
Jan-09,GLADSTONE,24,22,698,528,1942891.7,75.64469914,3679.719129,,,,,
Aug-09,CAIRNS,43,42,1666,1618,5953074.04,97.11884754,3679.279382,,,,,
Aug-06,HINCHINBROOK,8,7,95,83,305365.79,87.36842105,3679.105904,,,,,
Jan-11,NOOSA,17,17,606,550,2023157.33,90.75907591,3678.467873,,,,,
Apr-17,MACKAY,44,40,1826,1633,6006740.09,89.43044907,3678.346656,,,,,
Feb-18,LIVINGSTONE,12,11,297,287,1055663.69,96.63299663,3678.270697,,,,,
Jun-15,FRASER COAST,35,34,1308,1220,4487154.33,93.27217125,3677.995352,,,,,
Sep-15,MARANOA,10,8,171,130,478071.84,76.02339181,3677.475692,,,,,
Dec-11,CASSOWARY COAST,15,13,374,309,1136267.05,82.62032086,3677.239644,,,,,
Oct-16,GLADSTONE,25,24,666,620,2279636.06,93.09309309,3676.832355,,,,,
Mar-16,BRISBANE,193,188,8779,8563,40903475.69,97.5395831,4776.76932,,,,,
Jun-13,REDLAND,28,28,1317,1314,4830628.24,99.77220957,3676.277199,,,,,
Mar-06,NOOSA,20,20,567,566,2080764.81,99.82363316,3676.262915,,,,,
Aug-07,HINCHINBROOK,8,8,89,85,312366.45,95.50561798,3674.899412,,,,,
Apr-18,TOWNSVILLE,44,38,2043,1677,7716761.26,82.08516887,4601.527287,,,,,
Sep-10,WHITSUNDAY,21,20,466,462,1697642.74,99.1416309,3674.551385,,,,,
Dec-14,MARANOA,10,8,171,130,477666.75,76.02339181,3674.359615,,,,,
Oct-13,MACKAY,43,43,1733,1697,6235102.3,97.92267744,3674.191102,,,,,
Jul-10,WHITSUNDAY,21,20,470,462,1697471.24,98.29787234,3674.180173,,,,,
Oct-05,DOUGLAS,11,11,155,155,569409.2,100,3673.607742,,,,,
Apr-16,BRISBANE,191,188,8779,8566,41649703.82,97.57375555,4862.211513,,,,,
Feb-10,SUNSHINE COAST,77,77,2926,2914,8359586.09,99.5898838,2868.766675,,,,,
Oct-08,DOUGLAS,10,9,170,144,528914.52,84.70588235,3673.0175,,,,,
Jun-08,REDLAND,30,30,1331,1231,4521382.62,92.48685199,3672.934703,,,,,
Dec-08,MAREEBA,7,7,195,185,679490.57,94.87179487,3672.922,,,,,
Dec-11,NOOSA,17,16,596,525,1928172.66,88.08724832,3672.709829,,,,,
Jul-15,SOUTH BURNETT,17,17,339,339,1245012.4,100,3672.60295,,,,,
May-13,NOOSA,16,16,540,530,1946272.42,98.14814815,3672.212113,,,,,
Apr-06,IPSWICH,43,40,1442,1343,4930386.63,93.13453537,3671.173961,,,,,
Nov-08,CENTRAL HIGHLANDS,19,17,415,332,1218778.54,80,3671.019699,,,,,
Sep-17,GOONDIWINDI,9,9,147,146,535930.68,99.31972789,3670.758082,,,,,
May-10,IPSWICH,42,42,1513,1500,5505753.74,99.14077991,3670.502493,,,,,
May-16,BRISBANE,191,188,8779,8569,40687720.85,97.60792801,4748.246102,,,,,
Dec-11,CAIRNS,44,42,1678,1628,5974822.55,97.02026222,3670.038421,,,,,
Apr-09,IPSWICH,43,43,1517,1516,5563582.67,99.93408042,3669.909413,,,,,
Mar-05,NOOSA,20,20,557,557,2044058.56,100,3669.764022,,,,,
May-18,TOWNSVILLE,44,38,2043,1758,8254031.71,86.04992658,4695.126115,,,,,
Sep-16,BUNDABERG,36,36,1362,1179,4325549.06,86.56387665,3668.828719,,,,,
Jul-15,MACKAY,46,43,1867,1725,6328414.95,92.39421532,3668.646348,,,,,
Aug-17,MARANOA,10,9,179,140,513513.22,78.2122905,3667.951571,,,,,
Jan-06,NOOSA,20,20,567,567,2079283.94,100,3667.167443,,,,,
Sep-08,HINCHINBROOK,8,8,91,86,315351.27,94.50549451,3666.875233,,,,,
Sep-08,MOUNT ISA,8,8,480,480,1760050.99,100,3666.772896,,,,,
Sep-13,FRASER COAST,37,35,1266,1159,4248966.49,91.54818325,3666.062545,,,,,
Jun-14,ROCKHAMPTON,41,38,1073,1054,3863988.41,98.22926375,3666.023159,,,,,
Mar-10,SUNSHINE COAST,77,77,2926,2914,8851670.34,99.5898838,3037.635669,,,,,
Oct-07,MOUNT ISA,9,9,506,506,1854807.58,100,3665.627628,,,,,
Jan-18,MACKAY,42,38,1736,1607,5889522.89,92.56912442,3664.917791,,,,,
Dec-11,MACKAY,44,43,1694,1654,6061454.36,97.63872491,3664.724522,,,,,
Sep-06,WHITSUNDAY,25,25,493,488,1788047.49,98.98580122,3664.031742,,,,,
Jul-05,WHITSUNDAY,26,26,494,487,1784288.34,98.58299595,3663.836427,,,,,
Aug-14,GYMPIE,19,18,355,355,1300643.86,100,3663.785521,,,,,
Oct-16,HINCHINBROOK,7,7,97,89,325856.91,91.75257732,3661.313596,,,,,
Mar-11,ISAAC,17,17,270,270,988415.13,100,3660.796778,,,,,
Nov-13,BURDEKIN,6,6,163,163,596652.97,100,3660.447669,,,,,
Nov-09,REDLAND,30,30,1295,1256,4597459.61,96.98841699,3660.397779,,,,,
Jul-13,GYMPIE,18,18,341,333,1218667.98,97.65395894,3659.663604,,,,,
Jan-17,FRASER COAST,34,34,1338,1299,4753591.87,97.08520179,3659.424072,,,,,
Apr-10,SUNSHINE COAST,77,77,2927,2914,8808439.95,99.55585924,3022.800257,,,,,
Sep-17,GLADSTONE,25,24,650,611,2235500.18,94,3658.756432,,,,,
Aug-11,FRASER COAST,40,38,1276,1196,4375820.91,93.73040752,3658.713135,,,,,
May-10,SUNSHINE COAST,77,77,2927,2886,8833143.57,98.59924838,3060.687308,,,,,
Mar-13,FRASER COAST,37,36,1199,1183,4327573.12,98.66555463,3658.134505,,,,,
Mar-17,ROCKHAMPTON,36,32,1058,975,3566629.02,92.15500945,3658.081046,,,,,
Jun-16,BRISBANE,191,188,8810,8572,41396030.4,97.2985244,4829.214932,,,,,
Sep-05,NOOSA,20,20,562,557,2037417.48,99.11032028,3657.841077,,,,,
Aug-10,MACKAY,45,43,1670,1591,5818228.23,95.26946108,3656.963061,,,,,
Jul-06,IPSWICH,43,40,1510,1378,5039061.71,91.25827815,3656.793694,,,,,
Jul-16,BRISBANE,192,188,8820,8560,46274228.69,97.0521542,5405.867838,,,,,
Jun-07,REDLAND,30,30,1241,1231,4499377.02,99.19419823,3655.058505,,,,,
Jul-08,BURDEKIN,8,8,185,185,676046.55,100,3654.305676,,,,,
Mar-06,MACKAY,47,45,1379,1315,4804917.07,95.35895577,3653.929331,,,,,
Dec-12,NOOSA,16,16,540,526,1921711.11,97.40740741,3653.443175,,,,,
Nov-17,SOMERSET,11,10,132,113,412839,85.60606061,3653.442478,,,,,
Aug-05,ROCKHAMPTON,40,40,980,963,3517971.47,98.26530612,3653.13756,,,,,
Apr-18,FRASER COAST,34,33,1336,1301,4752555.89,97.38023952,3653.002221,,,,,
Jun-06,FRASER COAST,39,39,1173,1173,4284870.92,100,3652.916385,,,,,
Apr-15,FRASER COAST,35,34,1308,1219,4452706.54,93.19571865,3652.753519,,,,,
Jun-12,REDLAND,30,29,1350,1309,4781415.75,96.96296296,3652.724026,,,,,
Jul-11,FRASER COAST,40,38,1276,1196,4368006.21,93.73040752,3652.179105,,,,,
Jan-18,BUNDABERG,35,34,1369,1159,4231649.83,84.66033601,3651.12151,,,,,
Jan-13,ROCKHAMPTON,41,40,1090,1069,3902812.31,98.0733945,3650.900196,,,,,
Sep-16,HINCHINBROOK,7,7,97,89,324914.06,91.75257732,3650.719775,,,,,
Jul-09,TABLELANDS,6,6,147,135,492843.08,91.83673469,3650.689481,,,,,
Mar-12,NOOSA,17,16,595,525,1916596.96,88.23529412,3650.660876,,,,,
Nov-08,MACKAY,45,43,1566,1434,5234534.11,91.57088123,3650.302727,,,,,
Aug-05,FRASER COAST,40,40,1165,1160,4234329.12,99.57081545,3650.283724,,,,,
May-08,IPSWICH,43,43,1524,1502,5482592.94,98.55643045,3650.195033,,,,,
Jun-10,SUNSHINE COAST,77,77,2927,2914,8667405.62,99.55585924,2974.40138,,,,,
Aug-16,BRISBANE,192,187,8898,8456,44988989.38,95.03259159,5320.362982,,,,,
Oct-10,MACKAY,44,43,1655,1592,5809969.59,96.19335347,3649.478386,,,,,
Jul-05,GLADSTONE,22,22,562,531,1937872,94.48398577,3649.47646,,,,,
Apr-14,ROCKHAMPTON,41,37,1078,1045,3813678.2,96.93877551,3649.452823,,,,,
Sep-16,BRISBANE,192,186,8971,8524,42981129.86,95.0172779,5042.366244,,,,,
Mar-14,ROCKHAMPTON,41,38,1082,1057,3857299.5,97.68946396,3649.289972,,,,,
Aug-14,LOCKYER VALLEY,17,17,278,278,1014440,100,3649.064748,,,,,
Mar-11,REDLAND,30,30,1279,1258,4589423.65,98.35809226,3648.190501,,,,,
Oct-05,MOUNT ISA,9,8,506,471,1718182.1,93.08300395,3647.945011,,,,,
Jul-06,MACKAY,47,44,1413,1322,4821871.75,93.55980184,3647.40677,,,,,
Nov-15,LOCKYER VALLEY,17,16,267,257,937211.03,96.25468165,3646.735525,,,,,
Oct-16,BRISBANE,191,186,8966,8522,43484967.4,95.04795896,5102.671603,,,,,
Oct-14,LIVINGSTONE,13,11,302,283,1031804.27,93.70860927,3645.951484,,,,,
Feb-08,MORETON BAY,65,64,3017,2967,10816130.32,98.34272456,3645.477021,,,,,
Nov-11,BURDEKIN,8,6,163,163,594198.66,100,3645.390552,,,,,
Mar-12,CAIRNS,44,42,1691,1629,5938268.86,96.33353046,3645.346139,,,,,
Jun-18,MAREEBA,6,6,215,201,732690.73,93.48837209,3645.227512,,,,,
Jun-17,FRASER COAST,34,34,1347,1315,4792467.63,97.62435041,3644.462076,,,,,
Dec-05,ROCKHAMPTON,40,39,999,966,3520076.93,96.6966967,3643.971977,,,,,
Mar-08,REDLAND,30,30,1331,1231,4485693.99,92.48685199,3643.943128,,,,,
Jul-12,LIVINGSTONE,12,11,293,283,1031108.19,96.58703072,3643.491837,,,,,
Feb-11,HINCHINBROOK,8,8,95,89,324259.8,93.68421053,3643.368539,,,,,
Nov-14,FRASER COAST,36,35,1296,1211,4411962.67,93.44135802,3643.239199,,,,,
Nov-16,BRISBANE,190,186,8981,8541,41815651.07,95.10076829,4895.872974,,,,,
Sep-16,GOLD COAST,130,125,5930,5659,28353864.67,95.43001686,5010.401956,,,,,
Jul-04,GLADSTONE,23,23,558,549,1998615.23,98.38709677,3640.4649,,,,,
Jul-05,MACKAY,47,45,1303,1279,4655002.05,98.1580967,3639.563761,,,,,
Jun-06,WHITSUNDAY,25,25,493,484,1761462.5,98.17444219,3639.385331,,,,,
Aug-05,DOUGLAS,11,11,155,155,563971.99,100,3638.528968,,,,,
Sep-12,HINCHINBROOK,8,8,93,93,338373.09,100,3638.420323,,,,,
Sep-07,IPSWICH,44,42,1514,1493,5431810.65,98.61294584,3638.185298,,,,,
Sep-07,MOUNT ISA,9,9,506,506,1840794.08,100,3637.932964,,,,,
Mar-18,MAREEBA,6,6,215,201,731202.09,93.48837209,3637.821343,,,,,
Mar-15,DOUGLAS,7,6,145,115,418307.8,79.31034483,3637.45913,,,,,
Jun-14,DOUGLAS,7,7,145,139,505590.45,95.86206897,3637.341367,,,,,
Jul-08,NOOSA,18,18,575,553,2011402.67,96.17391304,3637.256184,,,,,
Dec-16,BRISBANE,192,185,9033,8541,43407957.8,94.55330455,5082.303922,,,,,
Jan-17,BRISBANE,192,185,9033,8624,40397757.26,95.47215764,4684.341055,,,,,
Dec-11,BUNDABERG,42,42,1206,1152,4188131.98,95.52238806,3635.531233,,,,,
Aug-17,WESTERN DOWNS,24,22,377,331,1203140.98,87.79840849,3634.867009,,,,,
Jul-16,MACKAY,45,43,1849,1725,6269878.84,93.29367226,3634.712371,,,,,
Oct-12,FRASER COAST,38,37,1247,1186,4310206.8,95.10825982,3634.238449,,,,,
Jul-10,SUNSHINE COAST,77,77,2927,2914,10297574.93,99.55585924,3533.828047,,,,,
Dec-10,NOOSA,17,17,606,550,1998500.09,90.75907591,3633.636527,,,,,
Mar-14,FRASER COAST,37,35,1281,1176,4272535.29,91.80327869,3633.10824,,,,,
Feb-17,BRISBANE,192,184,9076,8565,37742535.5,94.36976642,4406.600759,,,,,
Aug-07,TABLELANDS,7,7,141,141,512133.21,100,3632.150426,,,,,
Mar-17,BRISBANE,192,184,9154,8576,43158389.93,93.68582041,5032.461512,,,,,
Aug-09,LIVINGSTONE,14,12,320,262,951420.61,81.875,3631.376374,,,,,
Sep-07,WHITSUNDAY,25,25,488,488,1772038.11,100,3631.225635,,,,,
Jul-13,HINCHINBROOK,8,8,99,93,337702.12,93.93939394,3631.205591,,,,,
Jul-04,DOUGLAS,11,11,143,133,482907.79,93.00699301,3630.885639,,,,,
Oct-16,GOLD COAST,130,125,5935,5657,28721516.86,95.31592249,5077.16402,,,,,
Nov-16,GOLD COAST,130,125,5935,5669,26823001.81,95.51811289,4731.522634,,,,,
Jun-17,MACKAY,44,39,1818,1628,5909626.55,89.5489549,3629.991738,,,,,
Nov-12,BURDEKIN,6,6,163,163,591539.48,100,3629.076564,,,,,
Aug-07,CASSOWARY COAST,16,15,365,344,1248239.59,94.24657534,3628.603459,,,,,
Dec-16,GOLD COAST,129,125,5905,5667,27370663.56,95.96951736,4829.832991,,,,,
May-09,MACKAY,45,44,1611,1459,5292815.65,90.56486654,3627.700925,,,,,
Feb-08,REDLAND,30,30,1331,1231,4465260.61,92.48685199,3627.344119,,,,,
Aug-06,MOUNT ISA,9,9,506,506,1834805.36,100,3626.097549,,,,,
Aug-10,SUNSHINE COAST,77,77,2927,2916,10313689.83,99.62418859,3536.930669,,,,,
Sep-10,SUNSHINE COAST,78,77,2924,2892,9542454.67,98.90560876,3299.603966,,,,,
Jan-16,WHITSUNDAY,19,18,500,426,1544323.15,85.2,3625.171714,,,,,
Aug-14,GOONDIWINDI,9,9,139,139,503848.77,100,3624.811295,,,,,
Feb-16,LIVINGSTONE,13,11,302,287,1040275.45,95.03311258,3624.653136,,,,,
Oct-18,BURDEKIN,7,7,206,172,623407.59,83.49514563,3624.462733,,,,,
Aug-07,BUNDABERG,41,41,1164,1143,4141900.82,98.19587629,3623.710254,,,,,
Dec-05,MACKAY,47,45,1377,1312,4754102.91,95.27959332,3623.554047,,,,,
Aug-18,WESTERN DOWNS,24,22,377,327,1184836.46,86.73740053,3623.353089,,,,,
Aug-05,ISAAC,17,17,231,231,836946.95,100,3623.14697,,,,,
Jan-17,GOLD COAST,129,125,5905,5705,26742164.35,96.6130398,4687.495942,,,,,
Jun-18,TOWNSVILLE,44,38,2043,1731,7940241.26,84.72834068,4587.083339,,,,,
Sep-17,CENTRAL HIGHLANDS,16,16,384,346,1253407.58,90.10416667,3622.56526,,,,,
Dec-08,NOOSA,18,18,575,570,2064855.71,99.13043478,3622.553877,,,,,
Oct-08,ROCKHAMPTON,42,40,1138,1057,3828498.83,92.88224956,3622.042412,,,,,
Jun-06,CASSOWARY COAST,16,14,359,319,1155394.14,88.85793872,3621.925204,,,,,
May-14,LIVINGSTONE,13,11,298,283,1024977.9,94.96644295,3621.830035,,,,,
Aug-04,GLADSTONE,23,23,558,549,1987593.89,98.38709677,3620.389599,,,,,
Jul-05,ROCKHAMPTON,40,40,980,964,3489932.9,98.36734694,3620.262344,,,,,
Jul-15,GYMPIE,19,19,372,363,1314116.73,97.58064516,3620.156281,,,,,
May-10,GLADSTONE,24,23,576,550,1990897.68,95.48611111,3619.813964,,,,,
Jun-09,GLADSTONE,23,23,570,550,1990460.01,96.49122807,3619.0182,,,,,
Nov-15,FRASER COAST,35,34,1307,1227,4440459.25,93.87911247,3618.956194,,,,,
Jan-17,HINCHINBROOK,7,7,97,89,322042.23,91.75257732,3618.452022,,,,,
Aug-11,CASSOWARY COAST,15,13,370,336,1215777.22,90.81081081,3618.384583,,,,,
May-05,NOOSA,20,20,557,557,2015401.1,100,3618.314363,,,,,
Mar-10,IPSWICH,42,42,1498,1504,5441161.26,100.400534,3617.793391,,,,,
Sep-14,FRASER COAST,36,35,1281,1213,4388356.68,94.69164715,3617.771377,,,,,
Dec-06,MACKAY,45,43,1408,1318,4767121.96,93.60795455,3616.936237,,,,,
Jan-06,IPSWICH,41,40,1378,1343,4857300.14,97.46008708,3616.753641,,,,,
Jun-08,GLADSTONE,24,22,705,522,1887719.32,74.04255319,3616.320536,,,,,
Nov-12,REDLAND,30,29,1350,1308,4730130.77,96.88888889,3616.307928,,,,,
Aug-08,FRASER COAST,40,39,1293,1231,4451264.67,95.20494973,3615.974549,,,,,
Jun-18,GLADSTONE,25,23,617,587,2122569.42,95.13776337,3615.961533,,,,,
Sep-17,MAREEBA,6,6,215,198,715802.7,92.09302326,3615.165152,,,,,
Feb-14,WESTERN DOWNS,24,22,418,324,1171198.72,77.51196172,3614.810864,,,,,
Jul-07,ROCKHAMPTON,41,38,1049,1013,3659604.28,96.56816015,3612.639961,,,,,
Jul-09,BUNDABERG,42,42,1178,1111,4013566.21,94.31239389,3612.570846,,,,,
Dec-17,GYMPIE,19,19,392,370,1336493.14,94.3877551,3612.143622,,,,,
Nov-10,REDLAND,30,30,1258,1258,4544056.27,100,3612.127401,,,,,
Dec-13,MACKAY,43,43,1733,1718,6205186.68,99.13444893,3611.866519,,,,,
Jun-12,MARANOA,9,9,127,127,458706.58,100,3611.862835,,,,,
Feb-09,MORETON BAY,67,64,3192,2981,10765972.93,93.38972431,3611.530671,,,,,
Aug-18,BANANA,10,9,154,148,534260.76,96.1038961,3609.87,,,,,
Oct-06,IPSWICH,44,40,1516,1378,4974071.31,90.89709763,3609.630849,,,,,
Apr-17,BRISBANE,191,184,9135,8531,41327387.49,93.38806787,4844.377856,,,,,
Oct-10,SUNSHINE COAST,78,77,2924,2892,10250847.56,98.90560876,3544.553098,,,,,
Jun-06,NOOSA,20,20,567,567,2046205.88,100,3608.828713,,,,,
Oct-09,HINCHINBROOK,8,8,91,89,321117.75,97.8021978,3608.064607,,,,,
Dec-07,MOUNT ISA,9,9,506,506,1825635.5,100,3607.975296,,,,,
Apr-06,MACKAY,47,45,1379,1311,4728973.33,95.0688905,3607.149756,,,,,
Nov-10,SUNSHINE COAST,78,77,2918,2893,9319985.16,99.1432488,3221.564176,,,,,
Jan-16,TOOWOOMBA,56,54,1687,1559,5622140.96,92.41256669,3606.24821,,,,,
Aug-12,CASSOWARY COAST,15,13,374,343,1236783.79,91.71122995,3605.783644,,,,,
Aug-08,BUNDABERG,42,41,1186,1093,3940801.73,92.15851602,3605.491061,,,,,
Dec-10,SUNSHINE COAST,78,77,2918,2893,9924411.03,99.1432488,3430.491196,,,,,
Apr-13,CAIRNS,44,40,1767,1638,5904954.11,92.69949066,3604.978089,,,,,
May-11,REDLAND,30,30,1279,1257,4530971.02,98.27990618,3604.591106,,,,,
May-17,BRISBANE,191,184,9127,8508,42917150.68,93.21792484,5044.328947,,,,,
Mar-11,CAIRNS,44,42,1672,1607,5790486.33,96.11244019,3603.289564,,,,,
Feb-14,IPSWICH,41,41,1559,1553,5595826.11,99.61513791,3603.236388,,,,,
Sep-13,ISAAC,17,17,321,280,1008741.21,87.22741433,3602.647179,,,,,
Jul-17,BANANA,10,10,154,152,547600.5,98.7012987,3602.634868,,,,,
Dec-16,MACKAY,45,41,1858,1657,5968929.94,89.18191604,3602.25102,,,,,
Apr-13,REDLAND,29,28,1317,1309,4714706.21,99.39255885,3601.761811,,,,,
May-12,NOOSA,16,16,540,525,1890633.88,97.22222222,3601.20739,,,,,
Jun-12,FRASER COAST,39,37,1251,1183,4260191.59,94.56434852,3601.176323,,,,,
Jul-18,TOWNSVILLE,44,38,2043,1732,9583219.2,84.7772883,5533.03649,,,,,
Oct-06,REDLAND,30,30,1222,1188,4277765.62,97.21767594,3600.812811,,,,,
Jul-07,NOOSA,18,18,556,546,1965768.64,98.20143885,3600.308864,,,,,
Jul-05,DOUGLAS,11,11,155,155,558023.75,100,3600.153226,,,,,
Jul-13,WESTERN DOWNS,25,25,424,411,1479621.58,96.93396226,3600.052506,,,,,
May-12,MARANOA,9,9,127,127,457076.18,100,3599.025039,,,,,
Jun-16,FRASER COAST,34,34,1322,1260,4534365.45,95.31013616,3598.702738,,,,,
Feb-06,MORETON BAY,65,63,2962,2881,10366203.68,97.26536124,3598.126928,,,,,
Jan-11,SUNSHINE COAST,78,77,2918,2893,9856408.92,99.1432488,3406.985455,,,,,
Dec-12,WHITSUNDAY,19,19,443,438,1575854.02,98.87133183,3597.840228,,,,,
Feb-17,GOLD COAST,129,125,5914,5687,24648736.97,96.16165032,4334.224894,,,,,
Oct-17,HINCHINBROOK,7,7,97,89,320108.38,91.75257732,3596.723371,,,,,
Jul-13,TOOWOOMBA,56,55,1580,1546,5560097.25,97.84810127,3596.440653,,,,,
Jul-11,TOOWOOMBA,56,54,1550,1490,5358419.76,96.12903226,3596.254872,,,,,
Jun-18,TOOWOOMBA,52,47,1632,1503,5404194.55,92.09558824,3595.605156,,,,,
Dec-14,TOOWOOMBA,57,56,1657,1606,5772986.73,96.92214846,3594.636818,,,,,
Aug-06,WHITSUNDAY,25,25,493,488,1754019.43,98.98580122,3594.302111,,,,,
Nov-12,LIVINGSTONE,12,11,293,283,1017107.11,96.58703072,3594.018057,,,,,
Aug-07,BURDEKIN,8,8,173,185,664872.46,106.9364162,3593.905189,,,,,
Feb-11,SUNSHINE COAST,78,77,2872,2847,8311722.97,99.12952646,2919.467148,,,,,
Jun-11,MACKAY,44,43,1655,1592,5720404.69,96.19335347,3593.219026,,,,,
Dec-13,WHITSUNDAY,19,19,453,443,1591750.58,97.79249448,3593.116433,,,,,
Jun-17,BRISBANE,191,183,9095,8600,42570242.69,94.55744915,4950.02822,,,,,
Aug-13,CASSOWARY COAST,15,15,370,368,1321963.69,99.45945946,3592.292636,,,,,
Sep-06,IPSWICH,43,40,1510,1374,4935794.05,90.99337748,3592.280968,,,,,
Apr-08,REDLAND,30,30,1331,1231,4421947.75,92.48685199,3592.159017,,,,,
Aug-13,CENTRAL HIGHLANDS,20,17,463,373,1339724.02,80.56155508,3591.753405,,,,,
Jun-14,FRASER COAST,37,35,1281,1181,4241708.15,92.19359875,3591.624174,,,,,
Aug-08,LIVINGSTONE,14,12,327,269,966011.71,82.26299694,3591.121599,,,,,
Dec-08,FRASER COAST,40,39,1258,1213,4355314.4,96.42289348,3590.531245,,,,,
Sep-12,FRASER COAST,38,37,1247,1186,4258149.42,95.10825982,3590.345211,,,,,
Jul-17,BRISBANE,190,183,9065,8584,47092687.38,94.69387755,5486.10058,,,,,
Jul-08,HINCHINBROOK,8,8,91,86,308695.7,94.50549451,3589.484884,,,,,
Apr-11,REDLAND,30,30,1279,1258,4515384.5,98.35809226,3589.335851,,,,,
Jun-05,NOOSA,20,20,557,557,1999149.67,100,3589.137648,,,,,
